,s,t,m,k,a
2022-01-01 00:00:00,-40.11569035,-120.37371,-34.58815368,-22.83049315,-5.536416308
2022-01-01 01:00:00,-40.03966487,-118.8425448,-34.10388487,-22.56223916,-5.510296723
2022-01-01 02:00:00,-39.46257904,-121.4140239,-34.9640115,-22.98933555,-5.507329803
2022-01-01 03:00:00,-40.10414953,-120.3178371,-34.67618868,-22.76785136,-5.429757019
2022-01-01 04:00:00,-41.31598485,-120.283115,-34.6162904,-22.78622648,-5.478081283
2022-01-01 05:00:00,-43.72759862,-122.5464856,-35.16565945,-23.26599882,-5.683169093
2022-01-01 06:00:00,-48.19431442,-126.6569447,-36.3222199,-24.05787163,-5.896761677
2022-01-01 07:00:00,-52.12246294,-129.6975176,-37.08938805,-24.68781184,-6.143117809
2022-01-01 08:00:00,-54.37534974,-133.4055453,-38.30201332,-25.31750844,-6.16650178
2022-01-01 09:00:00,-56.06815454,-132.1114852,-38.06455153,-25.00488598,-5.972610213
2022-01-01 10:00:00,-55.49009696,-128.6926629,-37.22726191,-24.28392333,-5.670292377
2022-01-01 11:00:00,-55.40265871,-127.1162474,-36.76612565,-23.98901965,-5.605956828
2022-01-01 12:00:00,-55.70399382,-131.2405457,-38.09601149,-24.69884281,-5.650837063
2022-01-01 13:00:00,-55.78905189,-128.7045579,-37.21552332,-24.29375765,-5.685995991
2022-01-01 14:00:00,-57.19404018,-133.0311154,-38.61629446,-25.03555789,-5.727410659
2022-01-01 15:00:00,-59.88281548,-133.8734259,-38.39061902,-25.4291658,-6.233856293
2022-01-01 16:00:00,-60.3177313,-132.3946013,-37.77028195,-25.24639278,-6.361251805
2022-01-01 17:00:00,-59.57575496,-127.7614627,-36.39601577,-24.38914633,-6.19113845
2022-01-01 18:00:00,-56.91838593,-127.6144865,-36.60018044,-24.23807195,-5.937981732
2022-01-01 19:00:00,-53.96825286,-128.3727646,-36.92304056,-24.32940126,-5.867880981
2022-01-01 20:00:00,-52.43436928,-126.58397,-36.29781159,-24.04575086,-5.896845068
2022-01-01 21:00:00,-48.23521962,-121.1764997,-34.700825,-23.04175405,-5.691341551
2022-01-01 22:00:00,-43.58959271,-119.8948637,-34.40465789,-22.76262561,-5.560296662
2022-01-01 23:00:00,-41.63735906,-120.0106585,-34.48686988,-22.76011788,-5.516682938
2022-01-02 00:00:00,-41.28953501,-120.3677752,-34.59798001,-22.82360173,-5.524611728
2022-01-02 01:00:00,-40.78318064,-117.5883474,-33.74380217,-22.32421472,-5.45231364
2022-01-02 02:00:00,-40.58148017,-121.4449775,-35.00316405,-22.98007715,-5.478495127
2022-01-02 03:00:00,-41.40394813,-120.9084653,-34.7948462,-22.90539865,-5.507975552
2022-01-02 04:00:00,-43.88055842,-123.370831,-35.53950641,-23.35385714,-5.58410394
2022-01-02 05:00:00,-53.2414425,-130.0633249,-37.40403849,-24.65242239,-5.95040315
2022-01-02 06:00:00,-73.15476633,-166.96265,-48.83562795,-31.23640269,-6.818588716
2022-01-02 07:00:00,-84.05680652,-240.1045826,-71.44933519,-44.31019328,-8.585525687
2022-01-02 08:00:00,-88.04616354,-282.5944908,-83.82275907,-52.28678408,-10.37540454
2022-01-02 09:00:00,-90.11096259,-283.6606774,-83.5421359,-52.7824912,-11.01142325
2022-01-02 10:00:00,-88.69286023,-289.1578386,-85.59244897,-53.58972172,-10.79349723
2022-01-02 11:00:00,-88.47104002,-279.485399,-82.40150592,-51.96104672,-10.76029376
2022-01-02 12:00:00,-88.53769044,-289.8314664,-85.95504954,-53.63296404,-10.65543927
2022-01-02 13:00:00,-88.45802711,-292.3069843,-86.86239762,-54.00446261,-10.5732638
2022-01-02 14:00:00,-88.91033302,-285.4926446,-84.50087645,-52.91377662,-10.6633384
2022-01-02 15:00:00,-90.8640886,-236.2412408,-68.20775549,-44.64320252,-10.53932478
2022-01-02 16:00:00,-92.22821841,-180.1290586,-50.63791598,-34.72406154,-9.405103551
2022-01-02 17:00:00,-91.36140564,-156.6255501,-44.34202747,-30.03750297,-7.86648924
2022-01-02 18:00:00,-90.09837506,-148.323772,-42.3940587,-28.24422797,-7.047198615
2022-01-02 19:00:00,-88.75559602,-142.2661434,-40.99172703,-26.92618427,-6.430320762
2022-01-02 20:00:00,-80.479991,-137.8428307,-39.74960014,-26.07281018,-6.19801011
2022-01-02 21:00:00,-59.36334668,-133.0797403,-38.46653054,-25.12664817,-5.893382906
2022-01-02 22:00:00,-47.20091312,-130.2965285,-37.77137723,-24.54648756,-5.66079895
2022-01-02 23:00:00,-42.89229976,-124.6986052,-35.93696633,-23.59771856,-5.629235397
2022-01-03 00:00:00,-40.50948976,-120.5546558,-34.64340185,-22.86318436,-5.541483432
2022-01-03 01:00:00,-40.25148768,-117.9922388,-33.78922401,-22.43613425,-5.541522247
2022-01-03 02:00:00,-39.85607129,-121.6480791,-35.0485859,-23.02506675,-5.500773806
2022-01-03 03:00:00,-40.803335,-121.076925,-34.84026805,-22.93884097,-5.518706949
2022-01-03 04:00:00,-43.68909768,-123.7407143,-35.58492825,-23.45444065,-5.661976525
2022-01-03 05:00:00,-52.84086158,-130.4725347,-37.44946033,-24.76611475,-6.041384582
2022-01-03 06:00:00,-73.44838865,-167.2156719,-48.88104979,-31.29803239,-6.857507498
2022-01-03 07:00:00,-85.0268089,-240.0695129,-71.49475703,-44.27579244,-8.52841392
2022-01-03 08:00:00,-88.77851853,-282.6977297,-83.86818091,-52.29848612,-10.36439567
2022-01-03 09:00:00,-90.80203755,-283.5779766,-83.58755774,-52.73221333,-10.93843446
2022-01-03 10:00:00,-89.72994733,-289.4145282,-85.63787081,-53.65257398,-10.83363857
2022-01-03 11:00:00,-89.31013139,-279.7056877,-82.44692777,-52.01176537,-10.78830148
2022-01-03 12:00:00,-89.6114967,-290.0752119,-86.00047138,-53.6915016,-10.69126591
2022-01-03 13:00:00,-90.11501101,-292.4662689,-86.90781947,-54.03484658,-10.58093685
2022-01-03 14:00:00,-90.46880906,-285.3794519,-84.5462983,-52.85333481,-10.58018566
2022-01-03 15:00:00,-92.29858891,-236.4115838,-68.25317734,-44.67727258,-10.55068392
2022-01-03 16:00:00,-93.22933007,-180.4471121,-50.68333782,-34.80736844,-9.465699532
2022-01-03 17:00:00,-92.47830741,-156.9194562,-44.38744931,-30.11276074,-7.919036088
2022-01-03 18:00:00,-90.88100799,-148.5355067,-42.43948055,-28.2920953,-7.072355025
2022-01-03 19:00:00,-88.95623272,-142.6507469,-41.03714887,-27.03167454,-6.513100107
2022-01-03 20:00:00,-80.37792044,-138.1880914,-39.79502198,-26.16518614,-6.267675147
2022-01-03 21:00:00,-59.55120749,-133.4686109,-38.51195238,-25.23356078,-5.977584588
2022-01-03 22:00:00,-47.21201031,-130.7587322,-37.81679907,-24.67784452,-5.769444988
2022-01-03 23:00:00,-43.00308355,-125.0062818,-35.98238817,-23.67756651,-5.68637242
2022-01-04 00:00:00,-41.06938497,-120.8485371,-34.68862584,-22.93853277,-5.594219846
2022-01-04 01:00:00,-40.5879216,-118.1694594,-33.834448,-22.47259581,-5.555371809
2022-01-04 02:00:00,-40.30223945,-121.8923815,-35.09380989,-23.08388889,-5.536983948
2022-01-04 03:00:00,-40.73912359,-121.2786096,-34.88549204,-22.98345719,-5.540711167
2022-01-04 04:00:00,-43.41497761,-123.7828262,-35.63015224,-23.44586593,-5.630789813
2022-01-04 05:00:00,-53.32516265,-130.5040381,-37.49468433,-24.75400387,-6.006661704
2022-01-04 06:00:00,-73.90640139,-167.2801866,-48.92627379,-31.29692531,-6.833788418
2022-01-04 07:00:00,-84.64035767,-240.5938113,-71.53998102,-44.42794659,-8.657956081
2022-01-04 08:00:00,-88.94409608,-283.2213945,-83.91340491,-52.45042904,-10.49372659
2022-01-04 09:00:00,-90.76174578,-284.025766,-83.63278173,-52.85886445,-11.04247359
2022-01-04 10:00:00,-89.99250959,-289.9430526,-85.68309481,-53.80613679,-10.96458939
2022-01-04 11:00:00,-89.45041482,-280.2165855,-82.49215176,-52.15945261,-10.91337673
2022-01-04 12:00:00,-89.69731713,-290.5288229,-86.04569538,-53.82009327,-10.79724558
2022-01-04 13:00:00,-89.98502333,-292.8863918,-86.95304346,-54.15227554,-10.67575381
2022-01-04 14:00:00,-89.9995322,-285.7410997,-84.59152229,-52.95127207,-10.65551093
2022-01-04 15:00:00,-91.67758075,-236.2900022,-68.29840133,-44.61413341,-10.46493274
2022-01-04 16:00:00,-92.2602632,-180.2441479,-50.72856181,-34.71710174,-9.352820833
2022-01-04 17:00:00,-91.45637503,-156.8823189,-44.4326733,-30.07776966,-7.861433012
2022-01-04 18:00:00,-88.37596252,-148.6403578,-42.48470454,-28.30443366,-7.062081386
2022-01-04 19:00:00,-85.50370523,-142.8275775,-41.08237286,-27.06800608,-6.526819646
2022-01-04 20:00:00,-77.22152629,-138.1530225,-39.84024597,-26.13088453,-6.210761543
2022-01-04 21:00:00,-57.8110474,-133.4872142,-38.55717637,-25.21714989,-5.938561702
2022-01-04 22:00:00,-46.6254588,-130.8172844,-37.86202306,-24.67474993,-5.743738403
2022-01-04 23:00:00,-42.80568045,-125.2042894,-36.02761217,-23.72095704,-5.707150952
2022-01-05 00:00:00,-41.02944045,-120.9931013,-34.73379203,-22.96413777,-5.597241752
2022-01-05 01:00:00,-40.53202124,-118.3721929,-33.87961419,-22.51759053,-5.577783433
2022-01-05 02:00:00,-40.39574401,-122.0467791,-35.13897608,-23.11277166,-5.543283619
2022-01-05 03:00:00,-41.06444011,-121.5156795,-34.93065823,-23.03989737,-5.574568258
2022-01-05 04:00:00,-43.87472607,-124.0312745,-35.67531843,-23.50609894,-5.668439728
2022-01-05 05:00:00,-53.37993073,-130.8227065,-37.53985052,-24.83764358,-6.067718325
2022-01-05 06:00:00,-73.50924178,-167.4741367,-48.97143998,-31.33899224,-6.85327225
2022-01-05 07:00:00,-85.15334518,-240.4467709,-71.58514722,-44.35635002,-8.563776417
2022-01-05 08:00:00,-88.76801244,-282.8605684,-83.9585711,-52.30757059,-10.32828504
2022-01-05 09:00:00,-91.66559334,-283.6589044,-83.67794792,-52.71399416,-10.8750202
2022-01-05 10:00:00,-90.80944384,-289.4527872,-85.728261,-53.62013191,-10.75600141
2022-01-05 11:00:00,-90.12848818,-279.6629315,-82.53731795,-51.95231819,-10.68365922
2022-01-05 12:00:00,-90.46051536,-289.7502821,-86.09086157,-53.53799659,-10.49256581
2022-01-05 13:00:00,-90.82912215,-291.9519295,-86.99820965,-53.818205,-10.31910018
2022-01-05 14:00:00,-90.71677441,-284.6508079,-84.63668848,-52.5652584,-10.24691416
2022-01-05 15:00:00,-92.49790512,-234.9281074,-68.34356752,-44.13758539,-9.965801626
2022-01-05 16:00:00,-93.72575489,-178.8702602,-50.773728,-34.23655606,-8.849692062
2022-01-05 17:00:00,-92.863081,-155.8059773,-44.47783949,-29.69640603,-7.457486282
2022-01-05 18:00:00,-91.6519768,-147.5168615,-42.52987073,-27.90735181,-6.642416446
2022-01-05 19:00:00,-89.32920243,-142.1543182,-41.12753905,-26.82100321,-6.25723368
2022-01-05 20:00:00,-80.46873407,-137.7402897,-39.88541216,-25.97072383,-6.028017749
2022-01-05 21:00:00,-59.79889584,-133.4365246,-38.60234256,-25.17767025,-5.876498964
2022-01-05 22:00:00,-47.75226726,-130.8111194,-37.90718925,-24.65011183,-5.6965172
2022-01-05 23:00:00,-43.27161144,-125.1029352,-36.07277836,-23.66458922,-5.628200039
2022-01-06 00:00:00,-42.37966332,-126.380874,-36.69343317,-23.78024142,-5.433524832
2022-01-06 01:00:00,-41.75546725,-122.8765212,-35.53584014,-23.19092034,-5.423000266
2022-01-06 02:00:00,-41.24229012,-126.3283924,-36.76832571,-23.72530129,-5.341138438
2022-01-06 03:00:00,-41.46539846,-125.7275853,-36.53464175,-23.64187424,-5.374553364
2022-01-06 04:00:00,-42.21668066,-126.0644279,-36.64911626,-23.69691784,-5.372359711
2022-01-06 05:00:00,-46.01673869,-126.420981,-36.58230152,-23.84917623,-5.558025471
2022-01-06 06:00:00,-52.61221858,-138.0208149,-40.19727676,-25.90829991,-5.809661526
2022-01-06 07:00:00,-57.21477979,-152.2495219,-44.68591453,-28.40688335,-6.063926086
2022-01-06 08:00:00,-60.75353016,-161.3894988,-47.57617363,-30.0084128,-6.220325987
2022-01-06 09:00:00,-62.70292223,-158.0361347,-46.7674748,-29.29497417,-5.911236767
2022-01-06 10:00:00,-63.49070792,-159.9385024,-47.50124083,-29.56221372,-5.811593311
2022-01-06 11:00:00,-67.80351863,-156.4956,-46.30968794,-29.01035602,-5.855512054
2022-01-06 12:00:00,-71.16121134,-157.0980678,-46.44216151,-29.14494185,-5.923861094
2022-01-06 13:00:00,-71.49926767,-151.25331,-44.45594431,-28.18979785,-5.961825699
2022-01-06 14:00:00,-71.75216072,-152.7597481,-44.97556875,-28.43213166,-5.944347283
2022-01-06 15:00:00,-73.46578774,-146.1356172,-42.63192388,-27.39591044,-6.0799485
2022-01-06 16:00:00,-75.40928476,-141.5922052,-40.84477059,-26.77501643,-6.352631131
2022-01-06 17:00:00,-74.80374751,-134.3574555,-38.51391482,-25.5288611,-6.271903687
2022-01-06 18:00:00,-64.70078863,-134.9114841,-38.8881617,-25.52641385,-6.082333
2022-01-06 19:00:00,-59.36244026,-128.6757707,-36.96170288,-24.41107214,-5.930220701
2022-01-06 20:00:00,-56.63043061,-125.0906717,-35.88570948,-23.75403583,-5.811181092
2022-01-06 21:00:00,-50.38022219,-126.8136285,-36.67030338,-23.9360578,-5.600906108
2022-01-06 22:00:00,-44.82198876,-120.0254253,-34.52102628,-22.74796197,-5.487448829
2022-01-06 23:00:00,-42.57388885,-119.5645967,-34.41319156,-22.64826979,-5.441674011
2022-01-07 00:00:00,-41.47676463,-121.1675568,-34.80236125,-22.98800496,-5.586824339
2022-01-07 01:00:00,-41.17746043,-121.2628787,-34.88298534,-22.9794669,-5.53797423
2022-01-07 02:00:00,-40.82028233,-122.2677207,-35.28145776,-23.11517801,-5.474449127
2022-01-07 03:00:00,-40.99359683,-120.1468349,-34.59387716,-22.75200638,-5.455067797
2022-01-07 04:00:00,-41.64946103,-120.4940142,-34.66518001,-22.83208141,-5.499491401
2022-01-07 05:00:00,-43.47553037,-119.2711849,-34.196576,-22.65877363,-5.560485636
2022-01-07 06:00:00,-45.63236528,-121.8206449,-34.98224492,-23.11575919,-5.624636728
2022-01-07 07:00:00,-47.78332257,-122.7573841,-35.18234208,-23.32795699,-5.736785949
2022-01-07 08:00:00,-51.78947228,-125.2304346,-35.97496318,-23.7559966,-5.768515009
2022-01-07 09:00:00,-56.09325533,-121.0710729,-34.89425695,-22.90989583,-5.462767357
2022-01-07 10:00:00,-63.26605555,-120.847152,-34.97771188,-22.79352807,-5.304672126
2022-01-07 11:00:00,-74.78062008,-121.2225715,-35.03836373,-22.88834196,-5.369160093
2022-01-07 12:00:00,-84.09936877,-123.1050082,-35.64535688,-23.21232429,-5.389645854
2022-01-07 13:00:00,-84.74875626,-122.2719986,-35.32786758,-23.09339909,-5.429465298
2022-01-07 14:00:00,-85.07440286,-123.7666342,-35.82427734,-23.34340608,-5.431267409
2022-01-07 15:00:00,-87.2680206,-125.1877019,-36.05280637,-23.70283079,-5.67642761
2022-01-07 16:00:00,-88.84377211,-131.5391679,-37.73305071,-24.97986395,-6.113338599
2022-01-07 17:00:00,-85.78604468,-129.5761565,-37.02384034,-24.68013198,-6.168211809
2022-01-07 18:00:00,-64.27341025,-131.1926935,-37.56497007,-24.94841279,-6.165927757
2022-01-07 19:00:00,-55.41337978,-127.5896822,-36.45223364,-24.30377725,-6.077660432
2022-01-07 20:00:00,-53.03594644,-126.2132775,-36.14257809,-23.99980346,-5.92851441
2022-01-07 21:00:00,-49.04220091,-123.5051041,-35.38902695,-23.47385457,-5.779341092
2022-01-07 22:00:00,-44.43930562,-121.5340908,-34.85879788,-23.08196466,-5.652565718
2022-01-07 23:00:00,-41.89585504,-121.0763944,-34.7451545,-22.9862209,-5.613643645
2022-01-08 00:00:00,-40.6281308,-123.7805918,-35.7308556,-23.39476945,-5.529341652
2022-01-08 01:00:00,-40.87213764,-123.4890708,-35.66149581,-23.33227569,-5.501527784
2022-01-08 02:00:00,-40.47945644,-123.8501373,-35.79136926,-23.38769447,-5.492009845
2022-01-08 03:00:00,-41.09310864,-127.6597423,-37.05462863,-24.02593312,-5.498618809
2022-01-08 04:00:00,-43.43081343,-128.1338307,-37.12695867,-24.14779755,-5.584318219
2022-01-08 05:00:00,-51.90328347,-137.3952324,-39.8091157,-25.89385297,-5.989295117
2022-01-08 06:00:00,-72.67576233,-186.9132694,-55.42907527,-34.5898855,-6.875347869
2022-01-08 07:00:00,-84.08708184,-310.3435679,-94.7210127,-56.08734961,-8.726843261
2022-01-08 08:00:00,-88.72292126,-363.8711031,-110.6000407,-65.99034735,-10.69032701
2022-01-08 09:00:00,-91.91328104,-364.8943197,-110.2967462,-66.48306679,-11.33469368
2022-01-08 10:00:00,-90.98625012,-369.6853098,-111.9599121,-67.24848056,-11.26852451
2022-01-08 11:00:00,-90.87224769,-363.7379823,-110.0435014,-66.22424338,-11.20249266
2022-01-08 12:00:00,-91.24180672,-373.229075,-113.2624799,-67.77845171,-11.14721177
2022-01-08 13:00:00,-91.5656721,-374.0244532,-113.5926173,-67.87850908,-11.08220045
2022-01-08 14:00:00,-91.00108133,-370.8628352,-112.4840612,-67.37891448,-11.1368839
2022-01-08 15:00:00,-92.68216942,-296.04684,-87.73673213,-54.81391393,-10.94554787
2022-01-08 16:00:00,-94.90447381,-208.2195049,-59.55915441,-39.62692444,-9.84734723
2022-01-08 17:00:00,-94.24839215,-176.4827482,-50.56181273,-33.54667637,-8.265770012
2022-01-08 18:00:00,-92.9072547,-165.5302496,-47.92497955,-31.21426009,-7.251770309
2022-01-08 19:00:00,-90.44473812,-154.0466761,-44.7606037,-28.96859018,-6.588288329
2022-01-08 20:00:00,-81.83177585,-146.8229621,-42.66655464,-27.60771005,-6.274432725
2022-01-08 21:00:00,-60.55274056,-142.2133152,-41.41210469,-26.69838607,-5.992333727
2022-01-08 22:00:00,-48.30557337,-135.0907038,-39.22768255,-25.41639333,-5.802552059
2022-01-08 23:00:00,-44.25928297,-131.8885214,-38.24513378,-24.84027356,-5.717706668
2022-01-09 00:00:00,-41.76242895,-130.7344871,-37.95931259,-24.59850606,-5.618849769
2022-01-09 01:00:00,-41.37704187,-130.9890424,-38.09804122,-24.61399352,-5.56497291
2022-01-09 02:00:00,-41.12581126,-132.9921863,-38.74651934,-24.95746909,-5.584209426
2022-01-09 03:00:00,-41.89584346,-131.9015303,-38.36454253,-24.78490549,-5.602634227
2022-01-09 04:00:00,-43.99557636,-135.4799096,-39.46957486,-25.42518242,-5.690394991
2022-01-09 05:00:00,-53.95505135,-147.0603309,-42.9656134,-27.53730359,-6.054496896
2022-01-09 06:00:00,-73.71395361,-204.5972615,-61.25503508,-37.57156961,-6.944052068
2022-01-09 07:00:00,-84.81024778,-314.6619996,-96.08421263,-56.84522689,-8.803120572
2022-01-09 08:00:00,-88.88073051,-359.6847033,-109.277467,-65.25616762,-10.61743415
2022-01-09 09:00:00,-90.73407947,-365.1337116,-110.4606686,-66.48090289,-11.25056859
2022-01-09 10:00:00,-89.75150661,-370.9717135,-112.5393327,-67.38757147,-11.1179051
2022-01-09 11:00:00,-89.49357723,-353.789282,-106.8479688,-64.50577627,-11.08179189
2022-01-09 12:00:00,-89.78722112,-369.8083805,-112.2762821,-67.13131914,-10.99317811
2022-01-09 13:00:00,-89.69030412,-379.2621624,-115.4983697,-68.67153592,-10.92235105
2022-01-09 14:00:00,-89.74132111,-370.0811385,-112.3548391,-67.18295992,-11.00554035
2022-01-09 15:00:00,-91.1368285,-306.0039074,-91.21379014,-56.3944074,-10.78751233
2022-01-09 16:00:00,-93.21475992,-212.5721982,-61.23472831,-40.24003526,-9.622671104
2022-01-09 17:00:00,-92.45412304,-186.3215389,-54.02075079,-35.09680423,-8.086428834
2022-01-09 18:00:00,-91.26249203,-170.4198272,-49.62140361,-31.99590726,-7.185205449
2022-01-09 19:00:00,-89.69703318,-156.4784677,-45.59251422,-29.36323214,-6.566975027
2022-01-09 20:00:00,-80.60022814,-152.0098301,-44.35657031,-28.4916582,-6.313373048
2022-01-09 21:00:00,-59.26568577,-147.564311,-43.17520823,-27.60049957,-6.01289545
2022-01-09 22:00:00,-47.11529054,-140.4231227,-41.03546205,-26.28997654,-5.772245518
2022-01-09 23:00:00,-42.92144086,-135.6209407,-39.48378895,-25.46508577,-5.723191295
2022-01-10 00:00:00,-40.9197166,-129.7012064,-37.59352349,-24.43697373,-5.640211985
2022-01-10 01:00:00,-40.85725052,-128.7736886,-37.28407076,-24.28252749,-5.640492111
2022-01-10 02:00:00,-40.47901389,-131.8043012,-38.32360713,-24.77296351,-5.611159947
2022-01-10 03:00:00,-41.21810581,-134.6340072,-39.26135093,-25.24732692,-5.616651458
2022-01-10 04:00:00,-43.30326393,-135.0660073,-39.28835781,-25.37782352,-5.733644614
2022-01-10 05:00:00,-52.6130267,-144.2235299,-41.95463036,-27.0971948,-6.119879618
2022-01-10 06:00:00,-73.48677003,-200.776133,-59.98788977,-36.93143278,-6.937487894
2022-01-10 07:00:00,-85.97481643,-319.098873,-97.61200358,-57.56028922,-8.75428743
2022-01-10 08:00:00,-89.72349106,-371.0753116,-112.9869108,-67.19831514,-10.70485974
2022-01-10 09:00:00,-91.49538286,-365.2940147,-110.4852097,-66.52206674,-11.2794619
2022-01-10 10:00:00,-90.66000735,-371.9917744,-112.7936846,-67.60041581,-11.20357349
2022-01-10 11:00:00,-90.58984208,-358.8117363,-108.4246919,-65.39156617,-11.17922023
2022-01-10 12:00:00,-90.97211255,-372.1962785,-112.9768892,-67.57698158,-11.08853699
2022-01-10 13:00:00,-91.24577753,-377.6890223,-114.9416743,-68.42550364,-10.95466651
2022-01-10 14:00:00,-91.16190645,-370.7671519,-112.5714847,-67.3033083,-11.01756595
2022-01-10 15:00:00,-92.688488,-305.042218,-90.77533938,-56.29306963,-10.90539994
2022-01-10 16:00:00,-94.42581775,-212.2394978,-60.97193587,-40.26053134,-9.774563411
2022-01-10 17:00:00,-93.85565859,-180.9190685,-52.10256275,-34.25507477,-8.203793397
2022-01-10 18:00:00,-92.53418811,-167.7831804,-48.62916917,-31.61314221,-7.298557628
2022-01-10 19:00:00,-90.65137812,-155.4704218,-45.10298275,-29.27198255,-6.720491172
2022-01-10 20:00:00,-81.37005633,-151.5595809,-44.13165971,-28.45403045,-6.388200596
2022-01-10 21:00:00,-60.00539866,-146.8355101,-42.8899047,-27.50021767,-6.055265322
2022-01-10 22:00:00,-47.42538268,-140.3668821,-40.92996689,-26.32397727,-5.858993827
2022-01-10 23:00:00,-43.07620756,-135.6885069,-39.44442437,-25.50729012,-5.785077935
2022-01-11 00:00:00,-41.26090006,-132.5074504,-38.53641813,-24.90094106,-5.632731996
2022-01-11 01:00:00,-40.96524118,-131.6024467,-38.27759224,-24.72868611,-5.589889995
2022-01-11 02:00:00,-40.67955328,-133.1378288,-38.79291186,-24.98282035,-5.586364425
2022-01-11 03:00:00,-41.0509019,-135.309095,-39.50796482,-25.34904926,-5.595066848
2022-01-11 04:00:00,-43.38892059,-136.1078209,-39.68809894,-25.52522416,-5.68117469
2022-01-11 05:00:00,-53.29485915,-149.7967658,-43.86407903,-28.00021575,-6.06817623
2022-01-11 06:00:00,-73.89358488,-205.8639013,-61.71984197,-37.76137945,-6.901458462
2022-01-11 07:00:00,-85.34359015,-313.7629159,-95.76560545,-56.70483592,-8.822033197
2022-01-11 08:00:00,-89.89968777,-361.9769867,-110.0106846,-65.65365329,-10.64831101
2022-01-11 09:00:00,-91.21818845,-362.3372438,-109.6318147,-65.9631739,-11.14726654
2022-01-11 10:00:00,-90.73930223,-368.8306941,-111.8079433,-67.03959305,-11.13562141
2022-01-11 11:00:00,-90.18380243,-358.9221734,-108.4953531,-65.39304792,-11.14537138
2022-01-11 12:00:00,-90.52183532,-369.0598293,-111.9755387,-67.03217375,-11.04440438
2022-01-11 13:00:00,-90.920533,-370.233131,-112.502261,-67.15991318,-10.90878268
2022-01-11 14:00:00,-90.63754939,-358.0512318,-108.4623364,-65.11924237,-10.88807415
2022-01-11 15:00:00,-92.03757803,-294.2264473,-87.41691735,-54.36702377,-10.6585651
2022-01-11 16:00:00,-93.3161344,-210.4265649,-60.62424379,-39.83006641,-9.517944517
2022-01-11 17:00:00,-92.72231532,-179.0503493,-51.63480075,-33.86604938,-8.048649007
2022-01-11 18:00:00,-89.92914578,-166.9609835,-48.42885525,-31.43923353,-7.224805908
2022-01-11 19:00:00,-87.01366457,-156.8078795,-45.64825156,-29.4451674,-6.621041619
2022-01-11 20:00:00,-78.22208525,-148.3184206,-43.16030097,-27.85932304,-6.279172557
2022-01-11 21:00:00,-58.40128495,-141.3588336,-41.12262972,-26.55829634,-5.996981479
2022-01-11 22:00:00,-46.84154167,-137.2412468,-39.95264138,-25.77076156,-5.79444087
2022-01-11 23:00:00,-43.01578903,-133.2882201,-38.66766089,-25.09557625,-5.761745804
2022-01-12 00:00:00,-41.41234665,-131.869671,-38.28818347,-24.81246525,-5.668373518
2022-01-12 01:00:00,-40.91562219,-132.1823401,-38.41575344,-24.85290332,-5.645026596
2022-01-12 02:00:00,-40.88042802,-132.3381976,-38.50339565,-24.86103472,-5.609336897
2022-01-12 03:00:00,-41.48745058,-133.3449632,-38.80954089,-25.04355061,-5.638780167
2022-01-12 04:00:00,-43.76370473,-135.1539833,-39.31914002,-25.39175776,-5.732187748
2022-01-12 05:00:00,-53.0018203,-155.3541921,-45.6474474,-28.961007,-6.137283305
2022-01-12 06:00:00,-73.3096686,-218.1711562,-65.78223226,-39.83260262,-6.941486486
2022-01-12 07:00:00,-85.84370606,-313.7310504,-95.81615406,-56.66893978,-8.76086275
2022-01-12 08:00:00,-89.88467447,-355.9676176,-108.0665641,-64.6225905,-10.58930846
2022-01-12 09:00:00,-92.51102614,-353.9152031,-106.8247462,-64.55936127,-11.14698817
2022-01-12 10:00:00,-91.98200879,-358.8058346,-108.4909897,-65.35645001,-11.11095517
2022-01-12 11:00:00,-91.6037231,-343.2996307,-103.4150558,-62.72568234,-11.01815443
2022-01-12 12:00:00,-91.86211761,-346.6874118,-104.7123122,-63.20631449,-10.85015838
2022-01-12 13:00:00,-92.16493959,-340.8367705,-102.8859849,-62.16926439,-10.72627193
2022-01-12 14:00:00,-91.9158657,-311.9815309,-93.3170841,-57.33530158,-10.67675953
2022-01-12 15:00:00,-93.2216817,-243.8430349,-70.95942774,-45.80129777,-10.32158391
2022-01-12 16:00:00,-95.12990799,-175.659174,-49.44252482,-33.83179558,-9.110533171
2022-01-12 17:00:00,-94.51273673,-156.147654,-44.37856824,-29.85993389,-7.67064977
2022-01-12 18:00:00,-93.59104532,-147.9716795,-42.56279949,-28.04249342,-6.76109367
2022-01-12 19:00:00,-91.0205549,-141.1529015,-40.73007747,-26.68592842,-6.320889683
2022-01-12 20:00:00,-81.76309414,-137.0327099,-39.56168576,-25.89672707,-6.115884187
2022-01-12 21:00:00,-60.65400371,-132.4270358,-38.21395657,-25.03536699,-5.928388703
2022-01-12 22:00:00,-48.13906564,-129.6363561,-37.46005885,-24.48208928,-5.752059858
2022-01-12 23:00:00,-43.54495949,-127.2803817,-36.73484992,-24.05936894,-5.691943976
2022-01-13 00:00:00,-41.3727382,-125.9579043,-36.40383932,-23.78404845,-5.582128787
2022-01-13 01:00:00,-40.9332215,-125.8096654,-36.37021303,-23.7514486,-5.566342088
2022-01-13 02:00:00,-40.5445762,-126.067628,-36.51654569,-23.76426983,-5.505996984
2022-01-13 03:00:00,-40.90578981,-126.6858912,-36.68045965,-23.88840056,-5.548170738
